county,state,season,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,uv_index,visibility,wind_bearing,wind_speed
Lamoille County,Vermont,Summer,,,,,1179,Class B,,,,,,,,,,,,,,,,,
Augusta County,Virginia,Summer,Report 16777: Possible trash snatching (2 witnesses) outside Sherando,37.9808,-78.9279,1/21/2008,16777,Class B,dnzb5fnqnw,27.64,22.87,18.1,-3.05,0.42,0,0.47,0,0,,1039.87,Clear throughout the day.,3,9.73,221,1.06
Bedford County,Virginia,Fall,Report 1768: Lifelong hunter hears strange screams in early morning twilight directly under tree stand,37.53434,-79.49707,11/1/1988,1768,Class B,dnxmx0bj2h,52.69,42.62,32.55,33.88,0.82,0.56,0.76,0.0189,1,snow,1012.37,Light snow in the morning.,3,7.45,323,4.08
Bedford County,Virginia,Fall,Report 49746: Motorist observes an adult Bigfoot with a baby cross the road at night North of Bedford,37.38661,-79.55045,9/9/2015,49746,Class A,dnxkty10u1,86.23,78.2,70.17,68.74,0.8,0.34,0.89,0.0002,0.24,rain,1014.02,Partly cloudy starting in the afternoon.,6,9.93,228,0.1
Botetourt County,Virginia,Winter,Report 38619: Couple hear possible moan howls one afternoon at Eagle Rock Cemetery,37.64224,-79.79759,12/24/2012,38619,Class B,dnxq0ht1vq,38.04,37.545,37.05,33.5,0.85,0.77,0.39,0.0149,1,snow,1014.15,Mixed precipitation (1–2 in. of snow) until afternoon.,2,4.2,115,0.23
Brunswick County,Virginia,Spring,Report 29305: Sasquatch charges witness after son fires shotgun near Blackstone (includes audio from follow-up investigation),37.047,-77.90815,5/3/2011,29305,Class A,dq8dg0jn2t,82.02,67.335,52.65,61.47,0.72,0.14,0.01,0,0,,,"Partly cloudy starting in the afternoon, continuing until evening.",9,10,204,2.92
Carroll County,Virginia,Fall,Report 24325: Four foot high fence barely slows 8-ft creature north of Fries,36.745,-80.48,9/29/2007,24325,Class A,dnwc09hr0h,70.69,55.805,40.92,42.97,0.66,0,0.61,0,0,,,Clear throughout the day.,7,10,45,0.85
Chesapeake City County,Virginia,Winter,Report 22910: Witness has unusual experience in area of the Great Dismal Swamp,36.6765,-76.364,1/12/2008,22910,Class B,dq98wkc2jg,51.05,46.88,42.71,38.47,0.67,0.63,0.14,0,0,,1016.55,Mostly cloudy until evening.,2,9.85,24,6.05
Bennington County,Vermont,Summer,"Report 13345: Possible stalking at Hildene Mansion grounds, near Manchester",43.1635,-73.0723,8/25/2005,13345,Class B,drsj91wmeg,77.38,63.095,48.81,52.41,0.75,0.08,0.71,0.0001,0.43,rain,1023.65,Partly cloudy in the afternoon.,7,9.15,346,0.94
Wahkiakum County,Washington,Fall,Report 6425: Two hunters have a close encounter,46.35639,-123.6081,11/11/1978,6425,Class A,c20penzmd9,44,36.09,28.18,18.42,0.51,0.3,0.4,0,0,,1021.68,Mostly cloudy starting in the evening.,2,10,72,4.35
Pend Oreille County,Washington,Spring,Report 1571: Nighttime sighting by motorists,48.74111,-117.4161,5/10/1991,1571,Class A,c2st21h1w9,,,,,,,,,,,,,,,,
Pacific County,Washington,Summer,Report 26440: Hitchhiker hears loud vocalization just outside Ilwaco,46.31401,-124.0273,7/15/1979,26440,Class B,c0pz3xnndm,84.84,70.34,55.84,56.09,0.69,0.2,0.72,0,0,,1017.3,Partly cloudy starting in the afternoon.,9,10,318,4.82
Lewis County,Washington,Fall,"Report 1564: ""Brinson Monster""",46.49139,-122.9367,8/18/1967,1564,Class B,c2286x2pzr,,,,,,,,,,,,,,,,
Lewis County,Washington,Fall,Report 5453: Large bipedal animal seen 5 miles East of Packwood on Hwy 12,46.6711,-121.5863,11/15/1969,5453,Class A,c23990pwcg,,,,,,,,,,,,,,,,
Lewis County,Washington,Fall,"Report 5452: A large bipedal animal seen in the headlights on hwy 12,  5 miles East of Packwood",46.67389,-121.5867,11/19/1969,5452,Class A,c23990xr0e,,,,,,,,,,,,,,,,
Lewis County,Washington,Summer,Report 29055: Young girl recounts two encounters at the family farm near Chehalis,46.63477,-122.7746,8/5/1978,29055,Class A,c229q1w70r,80.46,64.835,49.21,51.94,0.68,0.02,0.05,0,0,,1022.7,Clear throughout the day.,8,10,345,2.43
Lewis County,Washington,Summer,Report 27897: Memory told of being followed and hearing possible vocalizations at a house near Napavine,46.50105,-122.8722,9/15/1980,27897,Class B,c228ecr0q0,79.69,,,53.51,0.62,0.24,0.19,,,rain,1017.95,Foggy in the morning.,5,7.16,274,2.87
Lewis County,Washington,Unknown,Report 1565: Tracks found near a mountainside clear cut,46.55139,-121.4625,11/12/1980,1565,Class B,c238u43tw8,,,,,,,,,,,,,,,,
Lewis County,Washington,Spring,Report 12803: Hikers off Lewis River Trail find large footprint east of Cougar,46.09035,-121.9313,6/1/1981,12803,Class B,c21q1qkrdz,,,,,,,,,,,,,,,,
Lewis County,Washington,Fall,Report 568: Loud low moan then rose quickly to a high pitched scream heard,46.71,-122.3442,9/22/1990,568,Class B,c22cxzr9mx,85.25,65.475,45.7,49.01,0.77,0.06,0.12,,,rain,1015.62,Mostly cloudy in the morning.,5,7.98,314,1.45
Lewis County,Washington,Fall,Report 3379: Loud vocalizations heard above Riffe Lake,46.5347,-122.4275,10/15/1990,3379,Class B,c22bwp7h22,60.5,,,52.24,0.94,0.99,0.91,,,rain,1012.24,Foggy in the morning and breezy in the afternoon.,2,7.62,242,6.92
Lewis County,Washington,Summer,Report 4380: Dirty white animal seen near apple orchard,46.7002,-122.1983,7/15/1994,4380,Class A,c231em9bmh,,,,,,,,,,,,,,,,
Lewis County,Washington,Summer,Report 1781: Two boys see a large animal wading in pond near Morton,46.5579,-122.2988,2/25/1996,1781,Class A,c230c58erm,42.88,,,30.62,0.86,0.75,0.24,,,snow,1016.29,Foggy in the morning.,3,6.68,338,0.59
Lewis County,Washington,Fall,Report 43823: Lifelong hunter and fisherman has possible vocalization experiences near Packwood,46.46447,-121.5314,11/7/1998,43823,Class B,c23866xe1h,,,,,,,,,,,,,,,,
Lewis County,Washington,Fall,Report 24714: Two hunters hear vocalizations they cannot identify near Randle,46.48441,-121.936,11/21/1998,24714,Class B,c2323q0zm6,,,,,,,,,,,,,,,,
Lewis County,Washington,Spring,"Report 1777: Family views large, reddish-brown animal near their home outside of Morton",46.55861,-122.2739,4/15/2000,1777,Class A,c230cedze9,55.16,,,45.89,0.84,0.82,0.4,,,rain,,Mostly cloudy throughout the day.,5,5,147,2.83
Lewis County,Washington,Fall,"Report 1772: Family encounters large ""gorilla"" along road west of Morton",46.5672,-122.2963,10/11/2000,1772,Class A,c230cj699e,58.63,,,48.06,0.9,0.53,0.44,,,rain,1013.88,Foggy until afternoon.,2,5.6,48,0.89
Lewis County,Washington,Fall,Report 28301: Woman recalls as a young girl possibly watching a sasquatch chase a deer through a cemetary in Morton,46.55354,-122.2842,10/15/2000,28301,Class B,c230c6g658,57.63,,,42.96,0.84,0.8,0.58,,,rain,1018.97,Foggy in the morning.,2,6.68,180,4.01
Lewis County,Washington,Spring,Report 4737: Afternoon sighting by family on I-5 near Chehalis,46.6622,-122.9627,5/13/2001,4737,Class A,c2293yt712,67.37,57.56,47.75,46.6,0.74,0.86,0.7,0.0005,1,rain,1015.77,Light rain in the morning.,5,9.56,206,4.45
Lewis County,Washington,Fall,"Report 3202: Nighttime sighting by family on Hwy 12 near Packwood, Labor Day Weekend",46.67111,-121.5863,9/1/2001,3202,Class A,c23990pwcv,,,,,,,,,,,,,,,,
Lewis County,Washington,Summer,"Report 28409: ""Chimp-like"" animal briefly seen by backcountry horseman near Winlock",46.50835,-123.0235,6/15/2002,28409,Class B,c2288d94b8,71.74,61.37,51,49.35,0.72,0.63,0.17,,,rain,1018.42,Overcast until afternoon.,8,9.89,315,2.03
Lewis County,Washington,Fall,Report 4940: Morning sighting by three fishermen near the east end of Riffe Lake,46.5347,-122.4275,9/14/2002,4940,Class A,c22bwp7h22,83.58,69.7,55.82,51.19,0.51,,0.28,,,rain,,Mostly cloudy in the evening.,1,,4,0.7
Lewis County,Washington,Fall,Report 4985: Vocalizations heard by couple at dawn near Randle,46.5256,-122.0252,9/19/2002,4985,Class B,c230xjxzqb,74.14,61.01,47.88,49.16,0.67,,0.44,,,rain,,Clear throughout the day.,0,,33,1.62
Lewis County,Washington,Fall,Report 7038: Large footprints found in snow above Packwood,46.7225,-121.6606,11/2/2002,7038,Class B,c233z996q9,,,21.8,7.98,0.42,,0.92,,,snow,,Clear throughout the day.,0,,81,1.58
Lewis County,Washington,Summer,Report 22475: Night watchmen at logging camp near Morton describes multiple incidents,46.52352,-122.3045,8/15/2003,22475,Class A,c2308vke4s,67.7,60.745,53.79,51.42,0.65,1,0.62,0.0003,0.31,rain,1019.88,Overcast until evening.,4,10,255,0.87
Lewis County,Washington,Summer,Report 24024: High School friends camping at Rainbow Falls State Park hear vocalizations near Chehalis,46.63153,-123.2349,6/12/2004,24024,Class B,c22379p06e,61.64,57.26,52.88,44.77,0.76,0.47,0.84,0.0018,1,rain,1018.36,Light rain in the evening and overnight.,7,9.69,194,0.82
Lewis County,Washington,Fall,Report 9811: Hunters hear early morning vocalizations near Mossy Rock,46.44165,-122.3416,11/12/2004,9811,Class B,c2300n3w4p,45.85,41.89,37.93,39.53,0.97,0.94,0.01,0,0,,1019.99,Foggy in the morning.,2,6.53,91,1.39
Lewis County,Washington,Summer,"Report 12523: Campers hear possible vocalizations in Gifford Pinchot NF, near Tarbell Trail",45.4549,-122.1761,9/5/2005,12523,Class B,c214eff1fx,70.29,59.055,47.82,46.73,0.72,0.07,0.06,0,0,,1020.82,Partly cloudy in the morning.,7,10,298,1.01
Lewis County,Washington,Fall,,,,,24772,Class A,,,,,,,,,,,,,,,,,
Lewis County,Washington,Fall,Report 15939: Elk hunters finds large human-like track near Trout Lake,46.14853,-121.5775,9/12/2006,15939,Class B,c21w93jfwv,73.03,59.23,45.43,43.16,0.55,,0.69,0,0,,,Clear throughout the day.,0,,303,1.01
Lewis County,Washington,Fall,Report 18620: Hunter describes close encounter outside Doty,46.60207,-123.3749,11/18/2006,18620,Class A,c2230e9hsr,47.38,43.91,40.44,38.4,0.92,0.98,0.93,0,0,,1020.17,Foggy in the morning.,1,5.72,154,1.11
Lewis County,Washington,Winter,Report 17432: Couple hears possible vocalizations half mile north of Winlock,46.50511,-122.9316,1/15/2007,17432,Class B,c228d9gzyh,34.29,30.955,27.62,20.39,0.8,0.31,0.88,0,0,,1033.7,"Mostly cloudy starting in the afternoon, continuing until evening.",1,9.84,136,1.05
Lewis County,Washington,Summer,Report 24373: Hunter scouting for elk hears stick breaks & a loud scream-howl close to his tent near Randle,46.39019,-122.0303,8/6/2008,24373,Class B,c21pzjh4ry,70.6,61.91,53.22,51.21,0.64,,0.19,0,0,,,Clear throughout the day.,0,,66,0.88
Lewis County,Washington,Spring,Report 25976: Fishermen at boat launch hear monkey-like vocalizations near Salkum,46.51479,-122.6361,5/17/2009,25976,Class B,c22b97g07c,79.06,65.17,51.28,48.41,0.59,0.06,0.77,0,0,,,Partly cloudy in the morning.,9,9.8,296,0.73
Lewis County,Washington,Summer,Report 27865: Possible activity described around a home near Mossyrock,46.49406,-122.5319,6/9/2010,27865,Class B,c22b7xyzxb,58.9,54.08,49.26,50.73,0.89,0.73,0.9,0.0155,1,rain,,Rain in the morning and afternoon.,7,8.79,202,0.79
Lewis County,Washington,Fall,Report 57182: Hunter hears chimp-like sounds north of the North Pass ski resort,46.6979,-121.5094,9/15/2010,57182,Class B,c239dvpdcz,65.02,58.005,50.99,44.66,0.71,,0.27,0.0033,0.87,rain,,Light rain overnight.,0,,126,0.19
Lewis County,Washington,Spring,,,,,29355,Class B,,,,,,,,,,,,,,,,,
Lewis County,Washington,Summer,Report 31749: Vigorous wood knocking and vocalizations unnerve a backpacker near Packwood.,46.68102,-121.6014,7/3/2011,31749,Class B,c2398fh8dh,66.97,57.3,47.63,43.2,0.58,,0.08,0,0,,,Clear throughout the day.,0,,275,1.18
Lewis County,Washington,Winter,Report 32696: Rural resident records audio and photographs snow trackway near Cinebar,46.59632,-122.5308,1/22/2012,32696,Class B,c22c5dxg1r,41.31,35.42,29.53,36.49,0.93,0.91,0.98,0.0053,0.91,rain,,Mostly cloudy throughout the day.,1,8.12,152,2.25
Lewis County,Washington,Spring,Report 35812: Early afternoon sighting by hiker near Morton,46.53686,-122.202,6/2/2012,35812,Class A,c230epz0z5,55.02,48.765,42.51,48.36,0.92,,0.44,0.0091,1,rain,,Clear throughout the day.,0,,261,0.73
Lewis County,Washington,Summer,Report 48797: Men exploring logging roads hear possible knocks and a branch break near Cinebar,46.64191,-122.4607,6/2/2013,48797,Class B,c22cm6fuff,59.12,48.385,37.65,48.04,0.89,0.83,0.82,0,0,,1018.9,Mostly cloudy throughout the day.,7,9.97,320,0.58
Lewis County,Washington,Winter,Report 58461: Hunter using game caller (squealing rabbit) has extended daylight sighting in Gifford Pinchot,46.47816,-121.9103,11/12/2013,58461,Class A,c2323v5duh,53.64,50.155,46.67,40.8,0.69,,0.34,0.0075,1,rain,,Rain in the morning.,0,,270,0.76
Lewis County,Washington,Summer,,,,,47160,Class B,,,,,,,,,,,,,,,,,
Lewis County,Washington,Fall,,,,,47107,Class A,,,,,,,,,,,,,,,,,
Lewis County,Washington,Summer,,,,,57789,Class B,,,,,,,,,,,,,,,,,
Lincoln County,Washington,Summer,Report 5249: Man exploring canyons southeast of Grand Coulee is growled at by unknown animal,47.9093,-118.9505,10/13/2004,5249,Class B,c2e2t1wguk,71.49,57.745,44,37.9,0.49,,0.98,0,0,,,Clear throughout the day.,0,,278,1.15
Mason County,Washington,Summer,Report 1495: Man and wife in car see a sasquatch eating frogs on the road,47.1305,-123.0966,7/18/1960,1495,Class A,c22knggg13,86.1,70.01,53.92,54.94,0.62,0.09,0.84,0,0,,1017.43,Mostly cloudy in the morning.,9,9.26,13,2.32
Mason County,Washington,Summer,Report 7439: Fisherman observes large rock flung into Hamma Hamma River,47.5958,-123.1208,7/15/1978,7439,Class B,c22qy2d1tk,,,,,,,,,,,,,,,,
Mason County,Washington,Winter,,,,,9168,Class B,,,,,,,,,,,,,,,,,
Mason County,Washington,Summer,Report 7146: Two teenage boys are approached during lakeside play,47.4028,-123.2022,8/15/1992,7146,Class A,c22msmqvkd,81.44,63.99,46.54,50.35,0.65,0,0.57,,,rain,,Clear throughout the day.,8,10,41,1.93
Mason County,Washington,Summer,Report 283: Couple hear sounds and find footprints near Hoodsport,47.5616,-123.1967,8/29/1992,283,Class B,c22qsd6fku,69.52,56.03,42.54,43.75,0.69,0,0.06,,,rain,,Partly cloudy overnight.,7,10,48,3.52
Mason County,Washington,Fall,Report 1568: Creature observed turning it's head and looking straight at witness,47.27667,-122.8858,10/15/1993,1568,Class A,c22sgwmq96,56.5,52.565,48.63,51.51,0.89,0.99,0.01,0.0187,1,rain,1011.98,Rain in the morning and evening.,2,5.86,358,0.73
Mason County,Washington,Spring,Report 1567: Hikers find a large track,47.3542,-123.2334,4/14/1996,1567,Class B,c22m7u84jw,70.36,60.53,50.7,39.21,0.59,0.2,0.89,0,0,,1016.13,Mostly cloudy overnight.,7,9.9,182,0.8
Mason County,Washington,Summer,Report 2760: Environmental Engineer hears calling and responding screams,47.2641,-123.1583,7/3/2001,2760,Class B,c22kvknv7d,85.13,69.305,53.48,49.57,0.56,0.06,0.44,0,0,,1018.1,Clear throughout the day.,9,10,28,2.96
Mason County,Washington,Spring,Report 45423: Memory told of seeing two sasquatches by a river west of Union,47.41184,-123.3212,5/15/2002,45423,Class A,c22m9z01zz,58.59,46.04,33.49,38.04,0.74,0.61,0.11,,,rain,1021.89,Mostly cloudy until evening.,8,9.39,252,0.78
Mason County,Washington,Fall,Report 9850: Two fishermen hear tree knocking and low roar,47.2055,-123.3958,11/1/2002,9850,Class B,c22k813zvq,58.56,40.44,22.32,18.87,0.44,0,0.89,0,0,,1022.69,Clear throughout the day.,2,10,65,1.42
Mason County,Washington,Summer,Report 8197: Hartstene Island homeowners find footprints and hear strange vocalizations,47.23194,-122.885,6/8/2004,8197,Class B,c22sewmcgz,74.79,65.33,55.87,51.6,0.72,0.47,0.71,0,0,,1012.09,Partly cloudy until afternoon.,9,9.4,249,1.64
Mason County,Washington,Fall,Report 7580: Man shares encounters of an unknown subject,47.2293,-123.4898,11/16/2004,7580,Class B,c22htvv6x5,49.42,41.435,33.45,43.18,0.95,0.77,0.16,0.0035,1,rain,1022.03,Light rain in the afternoon.,1,5.97,205,0.96
Mason County,Washington,Fall,Report 12689: Nighttime sighting by motorist near Jarrel Cove State Park,47.28069,-122.8833,9/26/2005,12689,Class A,c22sgxpjgx,71.72,62.315,52.91,45.72,0.67,0.12,0.79,0,0,,1017.29,Partly cloudy in the morning.,4,10,354,0.69
Mason County,Washington,Fall,Report 16416: Possible vocalizations heard near Lake Cushman,47.396,-123.1976,11/3/2006,16416,Class B,c22mss4jxy,55.83,54.355,52.88,51.65,0.92,1,0.44,0.0512,1,rain,1006.57,"Rain until afternoon, starting again in the evening.",2,9.74,179,4.27
Mason County,Washington,Fall,Report 16053: Possible daytime sighting on Lake Cushman,47.3978,-123.2008,11/19/2006,16053,Class B,c22mskxbjq,49.4,44.91,40.42,43.11,0.9,0.83,0.96,0.0468,1,rain,1010.91,"Heavy rain until afternoon, starting again overnight.",1,9.86,193,1.49
Mason County,Washington,Fall,Report 23160: Daylight encounter with two hunters south of Union (w/ cellphone photos),47.49865,-123.2182,11/16/2007,23160,Class A,c22qhng5xy,49.28,44.465,39.65,44.27,0.96,0.93,0.22,0.01,1,rain,1010.69,Mostly cloudy throughout the day.,1,9.98,185,1.69
Mason County,Washington,Spring,Report 23460: Husband and wife hear possible vocalizations on Harstine Island,47.28435,-122.8665,3/12/2008,23460,Class B,c22supg771,49.9,45.79,41.68,34.03,0.74,0.75,0.19,0,0,,1021.41,Mostly cloudy throughout the day.,3,10,14,0.29
Mason County,Washington,Summer,Report 28207: Campers at Lake Cushman hear possible vocalizations,47.46872,-123.2259,9/4/2010,28207,Class B,c22q5cmtk6,63.67,55.115,46.56,49.95,0.8,0.67,0.86,0,0,,1017.67,Mostly cloudy until evening.,5,9.96,241,0.72
Mason County,Washington,Summer,Report 28487: Possible vocalization heard near Lake Cushman and Dow Mountain,47.41995,-123.2005,1/11/2011,28487,Class B,c22mu881hr,33.99,31.925,29.86,24.42,0.81,0.43,0.23,0.0008,0.37,snow,1020.38,Foggy starting in the evening.,1,7.96,35,0.28
Mason County,Washington,Fall,Report 28485: Possible daytime encounter by a family hiking near Lake Cushman,47.29435,-123.1267,1/25/2011,28485,Class B,c22mn1tvec,47.93,43.045,38.16,43.15,0.94,0.88,0.72,0,0,,1027.17,Foggy overnight.,1,8.9,203,0.55
Mason County,Washington,Winter,Report 43859: Horse trainer hears frightening vocalizations near Shelton,47.12015,-123.0865,1/15/2014,43859,Class B,c22kp1gnu8,50.35,44.76,39.17,41.33,0.92,0.58,0.48,0,0,,1034.95,Mostly cloudy until afternoon.,1,8.54,29,0.51
Mason County,Washington,Summer,Report 58133: Early Morning Howls Awaken Campers Near Liliwaup,47.57132,-123.1586,8/28/2017,58133,Class B,c22qtkneh8,83.68,70.6,57.52,55.79,0.67,0,0.23,0,0,,1012.02,Clear throughout the day.,7,10,58,0.33
Okanogan County,Washington,Fall,Report 33793: Memory told of hearing possible daytime knocking while working as a Fire Guard in the Pasayten Wilderness,48.9651,-120.5949,9/15/1949,33793,Class B,c2dnxcc6rh,,,,,,,,,,,,,,,,
Okanogan County,Washington,Fall,Report 50659: Young man has several possible day-time encounters near Moses Mountain in the '70s,48.40859,-119.0709,10/15/1970,50659,Class B,c2e76kx0qz,,,,,,,,,,,,,,,,
Okanogan County,Washington,Winter,"Report 1925: Strong odor, crunching footsteps and large human-like tracks found in snow",48.36361,-120.1211,1/30/1976,1925,Class A,c2de4s66rq,,,,,,,,,,,,,,,,
Okanogan County,Washington,Summer,Report 6712: Campers hear complex vocalization,48.9138,-119.7023,6/15/1994,6712,Class B,c2dyk07rw1,62.23,53.22,44.21,36.28,0.56,,0.22,,,rain,1012.03,Clear throughout the day.,0,,288,4.05
Okanogan County,Washington,Spring,Report 2600: 1996 Memorial Day Weekend Video,48.95835,-119.7084,5/26/1996,2600,Class A,c2dyebx501,75.96,,,40.82,0.43,,0.29,,,rain,1013.22,Clear throughout the day.,0,,311,7.98
Okanogan County,Washington,Winter,Report 1569: Screams heard by hunters,48.61972,-120.1075,10/15/1997,1569,Class B,c2dsdfuqkk,,,,,,,,,,,,,,,,
Okanogan County,Washington,Fall,Report 422: Campers hear possible vocalizations in the Okanogon Nat. Forest,48.59694,-120.5122,10/6/2000,422,Class B,c2dk3wv9wn,,,,,,,,,,,,,,,,
Okanogan County,Washington,Fall,Report 3623: Two deer hunters find tracks near Buckhorn Mountain,48.40611,-118.9844,10/12/2001,3623,Class B,c2e7kkn4n8,50.06,35.65,21.24,35,0.84,0.54,0.85,0.0008,1,rain,1016.15,Breezy and mostly cloudy until afternoon.,2,10,163,4.98
